Afghanistan,492.1,151,28.8,22.4,16.5,30.7,93.6,1.7,36.9,2.9
Albania,62.1,22.5,3.7,5.7,2.9,3.4,9.7,0.4,4,0.3
Algeria,795.8,276,51.1,54.3,12.7,71,143.5,5.9,47.7,3.2
Angola,389.4,136.6,20.1,21.6,34.5,23.6,52.3,2.6,29.1,1.9
Antigua and Barbuda,2.4,0.7,0.1,0.2,0.4,0.1,0.5,0.01,0.1,0.01
Argentina,1025.1,320,60,79.5,84.9,73.5,223.3,10.2,57.2,4.2
Armenia,63.5,23.5,3.9,5.4,4.5,3.4,8.9,0.3,4.1,0.2
Australia,735.7,216.8,40.6,60.3,45.4,138.1,131.1,9.6,31.5,3
Austria,227.6,68.8,14,16.1,28.1,26.5,36,4.9,10.3,0.7
Azerbaijan,203.3,69.6,12.1,16.6,18.7,15.2,27.8,1.4,12.9,0.7
Bahamas,9.5,3.1,0.5,0.7,1.1,0.5,1.9,0.1,0.5,0.1
Bahrain,32.4,10.7,2,2.6,1.1,3.8,4.8,0.4,1.9,0.1
Bangladesh,2967.8,1025.2,174.4,218.6,115.6,151.6,595.1,14.8,213.3,8.9
Barbados,6.9,2.5,0.4,0.6,0.6,0.2,1.5,0.1,0.4,0.01
Belarus,354.2,86.1,12.5,19.3,81.9,87,26.3,1.4,12.3,0.5
Belgium,267.8,82.1,17.5,21.1,29.4,25.2,44.1,5,13.3,0.9
Belize,7.3,2.3,0.4,0.5,0.8,0.3,1.6,0.1,0.4,0.1
Benin,179.6,64.2,9.8,10.5,11.7,15.1,23.2,0.8,13.1,0.9
Bhutan,15.1,4.8,0.9,1.1,0.8,1.5,2.3,0.1,1,0.01
Bolivia,240,74,13.2,12.9,28.2,19,47.5,1.9,13.4,1.1
Bosnia and Herz.,92.8,32.4,5.2,8.5,11.6,4.6,13,0.5,5.1,0.3
Botswana,45.1,16.2,2.5,3,3.8,3.5,5.7,0.5,2.9,0.2
Brazil,6088.7,2103.6,304.5,345.6,555,249.8,1624.1,50.1,279.3,15.9
Brunei Darussalam,7.7,2.4,0.5,0.9,0.2,0.3,1.2,0.4,0.6,0.01
Bulgaria,168.7,63.5,8.9,16.2,12,9.9,25.9,1,9.7,0.5
Burkina Faso,284.8,99.7,15.6,15.6,21.2,21.5,37.4,1.2,21.5,1.5
Burundi,179.9,71.6,9.8,9.3,15.8,3.3,25.8,0.6,13.1,0.9
Cambodia,270.6,77.1,17.2,25,27.2,12.6,41.2,1.5,19.4,1.1
Cameroon,420.9,140.2,21.2,22,32.6,56.8,50,2.2,28.5,1.9
Canada,921.6,245,55.4,76.4,82,171.6,138.4,13.3,46.1,3
Central African Rep.,86.3,32.3,4.7,4.6,7.8,4,11.8,0.3,6.1,0.4
Chad,216.3,72.7,11.2,11.2,17.2,20.3,27.6,1,16.3,1.1
Chile,451.3,139.3,26.3,37.1,51.2,25.3,96.8,4.1,23.8,1.7
China,29515.9,8707.5,1387.8,4567.9,2084.1,2813.7,3647.5,208.1,1842.6,176.4
Colombia,1077.2,367.2,77.6,76.7,54,50.1,242,8.4,60.2,4.1
Comoros,13.3,5.5,0.8,0.8,0.8,0.3,2,0.1,1,0.1
Congo,77.6,29,4.2,4.8,5,4.9,10.5,0.5,5.6,0.4
Costa Rica,104.4,35.5,7.4,8.2,8.7,5.7,18.5,0.8,6,0.4
Cote d'Ivoire,411.1,133.1,20.4,22.1,38.1,52.7,48.6,2.1,28,1.8
Croatia,110.8,36.6,5.6,10.6,13.9,10.4,14.5,0.8,5.6,0.3
Cuba,302.8,105.1,17.4,24.4,38.5,8.8,61.7,1.9,14.9,1.4
Cyprus,20.2,6.8,1.4,1.7,1,1.7,3.7,0.4,1,0.1
Czech Rep.,256.4,90.1,14,22.4,25.8,21.6,35.1,2,13.8,0.8
Dem. Rep. Korea,511.9,133.7,24.9,66.7,36.8,67.1,80.1,2.3,31.9,3.2
Dem. Rep. Congo,1146.7,440.7,63.5,62,69,45.1,163.7,3.2,89.7,6
Denmark,170,44.2,8.2,13.4,36.6,21.4,23.3,2.4,6.4,0.5
Djibouti,17.6,7.4,1,1.1,1.2,0.4,2.5,0.1,1.2,0.1
Dominican Republic,225.2,77.1,13.9,15.6,18.5,8.8,49.2,1.7,13.3,1.6
Ecuador,362.6,118.5,21.2,22.6,35.7,21.1,74.6,3.5,20.2,1.6
Egypt,1786.8,469.3,108,111,25,266.9,304,11.9,108.2,7.6
El Salvador,178.1,42.5,8.8,8.4,61.8,5.3,23.9,1,7.7,0.6
Equatorial Guinea,15.6,5.4,0.8,1,1.5,1.2,1.9,0.2,1,0.1
Eritrea,87.9,36.3,5,4.9,6,1.6,12.9,0.4,6.5,0.4
Estonia,51.5,13.2,1.7,2.8,14.8,9.4,3.7,0.2,1.7,0.1
Ethiopia,1683.1,708.4,89.2,87.8,112.5,43.2,250.5,5.8,122,8.2
Fiji,15.2,4.8,0.9,1.6,0.5,0.8,2.6,0.1,1.2,0.1
Finland,173.1,50.2,8.2,10.1,41.6,26,14.5,2,6.4,0.5
France,1703.2,492.5,99.7,117.4,240.9,129.4,355.2,26.4,73.7,5.2
Gabon,30.9,11.7,1.7,2.1,2.1,1.8,4.1,0.3,2.1,0.1
Gambia,31.6,11.7,1.7,1.8,1.7,2.9,4,0.1,2.3,0.2
Georgia,93.2,35.2,5.6,8.4,5.9,5.9,13.1,0.4,5.6,0.3
Germany,2265.1,667.7,118.8,149.7,358.3,175.8,423.1,55,99.3,5.8
Ghana,481.7,176,26.9,30,29.3,43,61.2,2.7,33.7,2.2
Greece,283.1,107.5,18.8,21.4,10.4,29.9,47.4,3.7,13.7,0.9
Grenada,2.6,0.8,0.2,0.2,0.3,0.2,0.5,0.01,0.1,0.01
Guatemala,366.3,89.9,19.9,17.4,91.6,26.3,53.4,3,19.2,1.5
Guinea,207.5,74.1,11.3,11.9,13.8,18.1,26.7,0.8,15.2,1
Guinea-Bissau,31.2,11.3,1.7,1.8,2.2,2.4,4,0.1,2.3,0.1
Guyana,18,5.6,1,1.1,2.3,1.1,3.7,0.1,1,0.1
Haiti,225.9,71.4,13.1,11.6,32.4,8,47.6,0.8,13.4,1.7
Honduras,151.2,48.6,10.8,9.4,11.9,7.5,28.1,0.9,10,0.8
Hungary,246,84.4,13.2,22.7,32.6,13.6,34.1,2.2,13.1,0.8
Iceland,7.4,2,0.5,0.6,0.5,1.1,1.3,0.1,0.4,0.01
India,25597.4,9204.8,1381.1,1960.3,1538.8,1791.8,3136.8,178.2,1800.6,74.3
Indonesia,4474.5,1422.2,304,526.9,168.3,176.2,702.6,37.3,328.7,16.5
Iran,2036.5,602.8,112.1,122,27.2,452.3,306.1,15.3,98,12.3
Iraq,647.1,191.9,33.2,33.2,11.7,87.7,119.3,4.3,40.3,2.6
Ireland,123,36.1,6.9,8,8.8,18.8,24.2,3.2,5.7,0.4
Israel,143.3,57.6,10.4,12.3,5.3,8.4,16.8,2.1,9.4,0.7
Italy,1372.3,506.3,89.1,98.1,37.4,116,256.8,32.3,73.3,4.8
Jamaica,63.3,22.7,4,4.6,3.6,2.3,14.1,0.6,3.7,0.5
Japan,2399.7,829.1,159.8,366.4,69.5,107.8,329.5,54.2,168.6,7.6
Jordan,136.5,43.7,8.3,8.4,2.1,15.1,24.2,1.1,8.7,0.7
Kazakhstan,407.4,121.7,20.7,30.5,57.1,55,48.4,2.8,22.2,1.3
Kenya,760.9,312.4,43,44.6,47.1,11.1,110.3,3.4,58.2,3.8
Kiribati,1.8,0.5,0.1,0.2,0.1,0.2,0.3,0.01,0.1,0.01
Kuwait,73.9,25.5,4.9,6,1.1,7.1,12.1,1.1,4.3,0.3
Kyrgyzstan,141,38.1,6.7,9,26.7,18.8,15.9,0.5,7.6,0.5
Lao PDR,116.4,31.6,7.1,9.9,12.7,6.3,17.4,0.7,8.5,0.5
Latvia,66.8,17.1,2.9,4.8,17.8,8.5,6.2,0.3,2.9,0.1
Lebanon,100.8,33.4,6.5,6.9,1.6,8.9,20.6,0.8,5.7,0.4
Lesotho,43,16.8,2.2,2.3,3.1,3,5.5,0.2,2.8,0.2
Liberia,69.6,23.6,4,4.1,4.3,5.7,9.5,0.2,5.4,0.4
Libya,141.2,47.8,9,10,3.1,13.7,24.7,1.5,8.4,0.6
Lithuania,107,29.8,4.3,6.9,26.8,15.9,9.1,0.5,4.3,0.2
Luxembourg,13.9,4.1,0.8,1,1.5,1.9,2.2,0.3,0.6,0.01
Madagascar,386.9,163.3,21.8,23.1,19.8,6.4,57.9,1.6,29.1,2
Malawi,257.8,106,14.6,13.4,14.2,3.9,39.3,0.9,20.4,1.4
Malaysia,609.2,169.9,36.9,64.5,31.7,42.5,124,7,38.2,2
Maldives,7.2,1.9,0.4,0.7,0.7,0.7,1,0.1,0.5,0.01
Mali,265.2,95.5,14.8,15,15.2,18.6,35.4,1.1,20.8,1.4
Malta,9.9,3.3,0.7,0.8,0.4,1.1,1.8,0.2,0.5,0.01
Mauritania,68.2,25.4,3.9,4.4,2.9,6,8.9,0.4,5,0.3
Mauritius,27.4,8.3,1.6,3.3,3.1,1.2,3.8,0.2,1.7,0.1
Mexico,2490.5,785.8,172.4,189.7,266.2,154.3,364.5,30.7,165,9.5
Micronesia (Federated States of),1.7,0.5,0.1,0.1,0.1,0.1,0.3,0.01,0.1,0.01
Mongolia,70.5,19.3,3.5,4.7,17.2,4.9,8.1,0.3,3.8,0.2
Montenegro,14.5,5,0.8,1.3,1,1.5,2.1,0.1,0.8,0.1
Morocco,792.3,243.9,43.8,48.2,23.6,140.4,128.1,4.3,41.7,2.8
Mozambique,434.4,177.8,23.6,23.3,28.4,8.8,64.8,1.5,32.8,2.2
Myanmar,1030.5,300,63,102.3,111.5,56.9,150,5.7,68.9,3.5
Namibia,45.5,16.4,2.4,2.9,3.2,3.5,6,0.4,3,0.2
Nepal,460.1,132.4,28.3,35.1,21.5,28.8,83.7,2.3,37,1.6
Netherlands,394.7,123.5,25.4,36.7,22,26.6,90.7,7.7,20.6,1.3
New Zealand,124.6,36.4,8.4,11.1,7.3,13.1,27.9,1.5,6,0.6
Nicaragua,135.5,38.7,8.7,8,26.1,5.6,22.2,0.7,7.6,0.6
Niger,266.4,98.9,14.9,15.6,12.9,12.7,37,0.9,22.2,1.5
Nigeria,3365.8,1156.4,162.4,182.2,217.6,484.5,383.4,17.9,220.3,14.5
Norway,148.3,35.9,7,9.6,15.3,27.5,32.1,2.3,5.6,0.5
Oman,67.4,22.4,4.4,4.8,1.3,6.3,11,0.8,4.3,0.3
Pakistan,3305.1,1170,182.9,224.4,118.1,206.8,518.1,20.5,239.8,10.2
Panama,78,26.1,5.5,6.1,5,4.7,14.2,0.8,4.8,0.3
Papua New Guinea,108.2,32.4,6.6,9.6,6.1,3.8,19.2,0.5,9.2,0.7
Paraguay,156.2,56,8.6,8.7,8.8,4.9,41.1,1,8.6,0.6
Peru,727.4,241.1,42.7,45.8,48.7,66.4,149,5.2,39.7,3.1
Philippines,1764.9,499,109.8,180.5,134.8,113.9,260.7,27.4,126.8,7
Poland,1062.7,319.9,51.8,79.4,234.2,72.6,130.1,7.1,50.8,3.1
Portugal,262.9,97.9,17.7,20.3,20.2,15.5,45.4,3.7,13,0.8
Qatar,45.3,15.7,3.1,4.2,1.2,3.7,6.4,0.8,3,0.2
Korea,1041.1,313.5,65.2,128.3,99.4,43.5,161.6,26.6,65.9,3.6
Moldova,126.7,35.6,5.6,7.6,33.9,14.3,11.4,0.4,5.5,0.2
Romania,497.7,169.7,28.4,42.6,46.8,53.9,65.7,2.4,26.7,1.5
Russia,6383.6,1270.1,185.4,286.9,2134.3,1498.7,390,29.9,183.6,7.1
Rwanda,184.7,66.4,11.1,11,16.9,4.2,29,0.8,14,0.9
Saint Lucia,4.5,1.5,0.3,0.3,0.6,0.2,0.9,0.01,0.2,0.01
Saint Vincent and the Grenadines,3,0.9,0.2,0.2,0.5,0.2,0.6,0.01,0.1,0.01
Samoa,3,0.9,0.2,0.3,0.1,0.1,0.5,0.01,0.3,0.01
Sao Tome and Principe,3,1.2,0.2,0.2,0.2,0.1,0.4,0.01,0.2,0.01
Saudi Arabia,595.1,210.7,39.7,46.2,9.6,40.7,105.5,5,41.1,2.6
Senegal,236.7,88.1,13.6,14.2,12.5,16.7,31.7,1.2,17.8,1.2
Serbia,211.4,74.6,11.6,19.3,21.9,12.1,30.3,1.6,12,0.7
Seychelles,2.3,0.6,0.1,0.2,0.1,0.5,0.3,0.01,0.1,0.01
Sierra Leone,114.1,38.9,6,6.2,10.3,11,14.1,0.5,7.9,0.5
Singapore,77.1,27.7,5.4,10.1,1.6,3.5,11.6,1.5,5.2,0.3
Slovakia,134.2,45.8,7.5,11.5,15.5,10,18.5,1.1,7.3,0.5
Slovenia,52,17.5,2.7,4.5,7.1,4,6.9,0.4,2.7,0.1
Solomon Islands,8.2,2.5,0.5,0.7,0.4,0.3,1.5,0.01,0.7,0.1
Somalia,166.9,67.9,9,8.7,12,2.3,24.8,0.5,13.1,0.9
South Africa,1091.6,380.6,62.8,82.4,68.2,89.7,151.3,9.6,72.5,4.1
S. Sudan,188.9,77.8,10.2,11,14.7,3,27.2,1,13.7,0.9
Spain,1146.2,403.8,79.7,95.8,47.6,110.9,165.2,23.4,57.3,5.2
Sri Lanka,399.9,127.8,25.7,46.9,24.7,21.8,59.8,2.6,26.5,1.3
Sudan,691.1,216.5,41.1,37.3,22.7,55.7,128.5,3.4,47.3,3.6
Suriname,12.7,4.2,0.7,0.8,1.3,0.8,2.6,0.1,0.7,0.1
Swaziland,25.1,8.6,1.3,1.4,2,2.5,3.2,0.2,1.6,0.1
Sweden,235.6,72.8,14.2,15.2,29,26.8,39.1,2.1,12.7,0.9
Switzerland,205.3,62.4,13.1,17.3,17.1,25.1,33.4,6.3,9.6,0.6
Syria,427.3,142.6,27.2,26.5,6.4,33.9,79.5,2.5,27.8,2.2
Tajikistan,143.3,48.3,8.8,10.3,9.2,9.6,21.2,0.5,10.8,0.7
Thailand,1600.3,459.7,89,179.5,188.4,121.1,205.6,11.9,87.8,4.2
Macediona,45.2,16.9,2.8,4.1,2.8,2.1,6.9,0.3,2.8,0.2
Timor-Leste,18.1,5.3,1.1,1.6,1.2,0.8,2.8,0.1,1.5,0.1
Togo,122.7,43.7,6.7,6.9,8.2,11.7,15.7,0.5,8.8,0.6
Tonga,1.7,0.5,0.1,0.2,0.1,0.1,0.3,0.01,0.1,0.01
Trinidad and Tobago,34.2,11.7,2,2.6,3.2,1.7,7.2,0.4,1.8,0.2
Tunisia,268.2,87.9,15.5,19.1,6.8,39.2,43.6,1.6,13.9,0.9
Turkey,1532.8,521.4,101.1,121.3,35.9,120.5,255.4,15.5,94.2,6.2
Turkmenistan,107.4,35,6.3,8.5,10.8,7.9,14.8,0.7,7.1,0.5
Uganda,634.3,278.6,31.5,29.7,44.2,10.8,83.3,2.6,45.9,3.2
Ukraine,1705.1,479.6,60.4,90.7,286.2,469.3,125.5,5.2,59.1,2.3
United Arab Emirates,237.1,72.4,14.7,18.5,7.1,42.8,30.2,3.9,13.9,0.6
United Kingdom,1551.9,430.9,96.2,122.4,109.2,271.2,226.6,23.5,83.8,4.9
Tanzania,837.4,336.2,45.9,47.7,62.1,20.1,122.3,3.9,62.7,4.2
United States,10917.9,2813.6,484.6,983.9,846.5,2635.1,1727.1,171.2,399.4,30.7
Uruguay,80.8,27,4.9,6.9,4.7,3.9,18.5,0.7,4.6,0.3
Uzbekistan,582.2,193.8,34.6,49.6,46.5,45.4,81.5,2.9,38.9,2.5
Vanuatu,3.8,1.2,0.2,0.4,0.2,0.2,0.7,0.01,0.3,0.01
Venezuela,604,203.1,43.7,45.4,36.6,31.9,112.4,5.8,36.9,3.5
Vietnam,1684.2,567.5,118.9,209.8,104.9,119.7,171.8,10.7,119.4,6
Yemen,443.1,140.1,27.2,22.6,11.6,32.3,85,2.4,31.5,2.2
Zambia,252.8,100.3,13.7,13.5,19.3,5.6,36.9,1.5,19.2,1.3
Zimbabwe,284.3,98.1,15.2,15.4,28.1,23.1,35.1,1.7,19.4,1.3
